ISO_3_CODE,COUNTRYNAME,WHO_REGION,YEAR,VACCINECODE,VACCINE_DESCRIPTION,SCHEDULEROUNDS,TARGETPOP,TARGETPOP_DESCRIPTION,GEOAREA,AGEADMINISTERED,AGEADMINISTERED_MONTHS
MDG,Madagascar,AFRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,Unknown,General/routine,NATIONAL,W14,
MDG,Madagascar,AFRO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,W6,
MDG,Madagascar,AFRO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,W10,
MDG,Madagascar,AFRO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,3.0,Unknown,General/routine,NATIONAL,W14,
MDG,Madagascar,AFRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,W6,
MDG,Madagascar,AFRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,W10,
MDG,Madagascar,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,
MDG,Madagascar,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,1.0
MDG,Madagascar,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,6.0
MDG,Madagascar,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1,12.0
MDG,Madagascar,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1,12.0
MDV,Maldives,SEARO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,Unknown,General/routine,NATIONAL,B,
MDV,Maldives,SEARO,2023.0,CHOLERA,Cholera vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,>Y2,
MDV,Maldives,SEARO,2023.0,DTWP,DTwP (Whole cell) vaccine,4.0,B_CHILD_W,General/routine,NATIONAL,Y4,48.0
MDV,Maldives,SEARO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,Unknown,General/routine,NATIONAL,M2,2.0
MDV,Maldives,SEARO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,Unknown,General/routine,NATIONAL,M4,4.0
MDV,Maldives,SEARO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,Unknown,General/routine,NATIONAL,M6,6.0
MDV,Maldives,SEARO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,Unknown,General/routine,NATIONAL,B,
MDV,Maldives,SEARO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y10,120.0
MDV,Maldives,SEARO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,FEMALE,HPV for females only,NATIONAL,+M6,6.0
MDV,Maldives,SEARO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,Not Specified,
MDV,Maldives,SEARO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,Not Specified,
MDV,Maldives,SEARO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,Not Specified,
MDV,Maldives,SEARO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Not Specified,
MDV,Maldives,SEARO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,Unknown,General/routine,NATIONAL,Not Specified,
MDV,Maldives,SEARO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,2.0,Unknown,General/routine,NATIONAL,Not Specified,
MDV,Maldives,SEARO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Not Specified,
MDV,Maldives,SEARO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,Unknown,General/routine,NATIONAL,M6,6.0
MDV,Maldives,SEARO,2023.0,MEN_ACYW_135PS,Meningococcal ACYW polysaccharide vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,>Y2,
MDV,Maldives,SEARO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,Unknown,General/routine,NATIONAL,M18,18.0
MDV,Maldives,SEARO,2023.0,MR,MR (Measles and rubella) vaccine,1.0,Unknown,General/routine,NATIONAL,M9,9.0
MDV,Maldives,SEARO,2023.0,OPV,OPV (Oral polio vaccine),1.0,Unknown,General/routine,NATIONAL,M2,2.0
MDV,Maldives,SEARO,2023.0,OPV,OPV (Oral polio vaccine),2.0,Unknown,General/routine,NATIONAL,M4,4.0
MDV,Maldives,SEARO,2023.0,OPV,OPV (Oral polio vaccine),3.0,Unknown,General/routine,NATIONAL,M6,6.0
MDV,Maldives,SEARO,2023.0,OPV,OPV (Oral polio vaccine),1.0,TRAVELLERS,Travellers,NATIONAL,>M9,
MDV,Maldives,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,NATIONAL,1st contact,
MDV,Maldives,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+M1,1.0
MDV,Maldives,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,ADULTS,Adults,NATIONAL,+M6,6.0
MDV,Maldives,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,ADULTS,Adults,NATIONAL,+Y1,12.0
MDV,Maldives,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,ADULTS,Adults,NATIONAL,+Y2,24.0
MDV,Maldives,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,Unknown,General/routine,NATIONAL,+Y1,12.0
MDV,Maldives,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,Unknown,General/routine,NATIONAL,+Y2,24.0
MDV,Maldives,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,Unknown,General/routine,NATIONAL,+M1,1.0
MDV,Maldives,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,Unknown,General/routine,NATIONAL,+M6,6.0
MDV,Maldives,SEARO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,Unknown,General/routine,NATIONAL,>Y15,
MDV,Maldives,SEARO,2023.0,VITAMINA,Vitamin A supplements,1.0,Unknown,General/routine,NATIONAL,M9,9.0
MDV,Maldives,SEARO,2023.0,VITAMINA,Vitamin A supplements,2.0,Unknown,General/routine,NATIONAL,M18,18.0
MDV,Maldives,SEARO,2023.0,VITAMINA,Vitamin A supplements,3.0,Unknown,General/routine,NATIONAL,M24,24.0
MDV,Maldives,SEARO,2023.0,VITAMINA,Vitamin A supplements,4.0,Unknown,General/routine,NATIONAL,M30,30.0
MDV,Maldives,SEARO,2023.0,VITAMINA,Vitamin A supplements,5.0,Unknown,General/routine,NATIONAL,M36,36.0
MDV,Maldives,SEARO,2023.0,VITAMINA,Vitamin A supplements,6.0,Unknown,General/routine,NATIONAL,M42,42.0
MDV,Maldives,SEARO,2023.0,YF,YF (Yellow fever) vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,>M9,
MEX,Mexico,AMRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,Unknown,General/routine,NATIONAL,B,
MEX,Mexico,AMRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,Unknown,General/routine,NATIONAL,M2,2.0
MEX,Mexico,AMRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2.0,Unknown,General/routine,NATIONAL,M4,4.0
MEX,Mexico,AMRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3.0,Unknown,General/routine,NATIONAL,M6,6.0
MEX,Mexico,AMRO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18,18.0
MEX,Mexico,AMRO,2023.0,DTWP,DTwP (Whole cell) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y4,48.0
MEX,Mexico,AMRO,2023.0,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,Y1,12.0
MEX,Mexico,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M1,1.0
MEX,Mexico,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>Y20,
MEX,Mexico,AMRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,Unknown,General/routine,NATIONAL,B,
MEX,Mexico,AMRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y11-Y13,
MEX,Mexico,AMRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M2,2.0
MEX,Mexico,AMRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,+M6,6.0
MEX,Mexico,AMRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Y11-Y49,
MEX,Mexico,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y60,
MEX,Mexico,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,Not Specified,
MEX,Mexico,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,Not Specified,
MEX,Mexico,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Not Specified,
MEX,Mexico,AMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,Unknown,General/routine,NATIONAL,M6-M35,
MEX,Mexico,AMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,2.0,Unknown,General/routine,NATIONAL,M36-M59,
MEX,Mexico,AMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Not Specified,
MEX,Mexico,AMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,Unknown,General/routine,NATIONAL,Y1,12.0
MEX,Mexico,AMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,Unknown,General/routine,NATIONAL,M18-Y6,
MEX,Mexico,AMRO,2023.0,MR,MR (Measles and rubella) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>=Y10,
MEX,Mexico,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,ADULTS,Adults,NATIONAL,Y60,720.0
MEX,Mexico,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,M4,4.0
MEX,Mexico,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,Unknown,General/routine,NATIONAL,M12,12.0
MEX,Mexico,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,M2,2.0
MEX,Mexico,AMRO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Y61,732.0
MEX,Mexico,AMRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,M2,2.0
MEX,Mexico,AMRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,M4,4.0
MEX,Mexico,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+Y10,120.0
MEX,Mexico,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6.0,B_ADO_W,General/routine,NATIONAL,>=Y15,
MEX,Mexico,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,Unknown,General/routine,NATIONAL,>=Y10,
MEX,Mexico,AMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,PW,Pregnant women,NATIONAL,Not Specified,
MEX,Mexico,AMRO,2023.0,VARICELLA,Varicella vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,Y1,12.0
MEX,Mexico,AMRO,2023.0,VITAMINA,Vitamin A supplements,1.0,Unknown,General/routine,NATIONAL,M6-M11,
MEX,Mexico,AMRO,2023.0,VITAMINA,Vitamin A supplements,2.0,Unknown,General/routine,NATIONAL,M12-M59,
MHL,Marshall Islands,WPRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,Unknown,General/routine,NATIONAL,B,
MHL,Marshall Islands,WPRO,2023.0,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y4-Y6,
MHL,Marshall Islands,WPRO,2023.0,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,1.0,Unknown,General/routine,NATIONAL,M2,2.0
MHL,Marshall Islands,WPRO,2023.0,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,2.0,Unknown,General/routine,NATIONAL,M4,4.0
MHL,Marshall Islands,WPRO,2023.0,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,3.0,Unknown,General/routine,NATIONAL,M6,6.0
MHL,Marshall Islands,WPRO,2023.0,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M12,12.0
MHL,Marshall Islands,WPRO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,1.0,Unknown,General/routine,NATIONAL,M2,2.0
MHL,Marshall Islands,WPRO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,2.0,Unknown,General/routine,NATIONAL,M4,4.0
MHL,Marshall Islands,WPRO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,3.0,Unknown,General/routine,NATIONAL,M12,12.0
MHL,Marshall Islands,WPRO,2023.0,DTAPIPV,DTaP-IPV (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y4-Y5,
MHL,Marshall Islands,WPRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,Unknown,General/routine,NATIONAL,B,
MHL,Marshall Islands,WPRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,2.0,Unknown,General/routine,NATIONAL,M2,2.0
MHL,Marshall Islands,WPRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,3.0,Unknown,General/routine,NATIONAL,M6,6.0
MHL,Marshall Islands,WPRO,2023.0,HIB,Hib (Haemophilus influenzae type B) vaccine,1.0,Unknown,General/routine,NATIONAL,M2,2.0
MHL,Marshall Islands,WPRO,2023.0,HIB,Hib (Haemophilus influenzae type B) vaccine,2.0,Unknown,General/routine,NATIONAL,M4,4.0
MHL,Marshall Islands,WPRO,2023.0,HIB,Hib (Haemophilus influenzae type B) vaccine,3.0,Unknown,General/routine,NATIONAL,M12,12.0
MHL,Marshall Islands,WPRO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y11,132.0
MHL,Marshall Islands,WPRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,Unknown,General/routine,NATIONAL,M2,2.0
MHL,Marshall Islands,WPRO,2023.0,IPV,IPV (Inactivated polio vaccine),2.0,Unknown,General/routine,NATIONAL,M4,4.0
MHL,Marshall Islands,WPRO,2023.0,IPV,IPV (Inactivated polio vaccine),3.0,Unknown,General/routine,NATIONAL,M6,6.0
MHL,Marshall Islands,WPRO,2023.0,IPV,IPV (Inactivated polio vaccine),4.0,Unknown,General/routine,NATIONAL,Y4-Y6,
MHL,Marshall Islands,WPRO,2023.0,MEN_C_CONJ,Meningococcal C conjugate vaccine,1.0,Unknown,General/routine,NATIONAL,Y11-Y12,
MHL,Marshall Islands,WPRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,Unknown,General/routine,NATIONAL,M12,12.0
MHL,Marshall Islands,WPRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,Unknown,General/routine,NATIONAL,M13,13.0
MHL,Marshall Islands,WPRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,M2,2.0
MHL,Marshall Islands,WPRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,M4,4.0
MHL,Marshall Islands,WPRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,Unknown,General/routine,NATIONAL,M6,6.0
MHL,Marshall Islands,WPRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,4.0,Unknown,General/routine,NATIONAL,M12,12.0
MHL,Marshall Islands,WPRO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,M2,2.0
MHL,Marshall Islands,WPRO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,M4,4.0
MHL,Marshall Islands,WPRO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,3.0,Unknown,General/routine,NATIONAL,M6,6.0
MHL,Marshall Islands,WPRO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,4.0,Unknown,General/routine,NATIONAL,M12,12.0
MHL,Marshall Islands,WPRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6.0,B_ADO_W,General/routine,NATIONAL,Y11-Y12,
MHL,Marshall Islands,WPRO,2023.0,VARICELLA,Varicella vaccine,1.0,Unknown,General/routine,NATIONAL,M2,2.0
MHL,Marshall Islands,WPRO,2023.0,VARICELLA,Varicella vaccine,2.0,Unknown,General/routine,NATIONAL,M4,4.0
MHL,Marshall Islands,WPRO,2023.0,VARICELLA,Varicella vaccine,3.0,Unknown,General/routine,NATIONAL,M6,6.0
MHL,Marshall Islands,WPRO,2023.0,VARICELLA,Varicella vaccine,4.0,Unknown,General/routine,NATIONAL,M12,12.0
MKD,North Macedonia,EURO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,Unknown,General/routine,NATIONAL,B,
MKD,North Macedonia,EURO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,Unknown,General/routine,NATIONAL,M2,2.0
MKD,North Macedonia,EURO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3.0,Unknown,General/routine,NATIONAL,M6,6.0
MKD,North Macedonia,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,2.0,Unknown,General/routine,NATIONAL,M4,4.0
MKD,North Macedonia,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18,18.0
MKD,North Macedonia,EURO,2023.0,DTAPIPV,DTaP-IPV (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y7,84.0
MKD,North Macedonia,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,Unknown,General/routine,NATIONAL,B,
MKD,North Macedonia,EURO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y12,144.0
MKD,North Macedonia,EURO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,FEMALE,HPV for females only,NATIONAL,+M6,6.0
MKD,North Macedonia,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y18,
MKD,North Macedonia,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,Not Specified,
MKD,North Macedonia,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,Not Specified,
MKD,North Macedonia,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Not Specified,
MKD,North Macedonia,EURO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,Unknown,General/routine,NATIONAL,>=M6,
MKD,North Macedonia,EURO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Not Specified,
MKD,North Macedonia,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,Unknown,General/routine,NATIONAL,M12,12.0
MKD,North Macedonia,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,Unknown,General/routine,NATIONAL,Y6,72.0
MKD,North Macedonia,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,M2,2.0
MKD,North Macedonia,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,M4,4.0
MKD,North Macedonia,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,Unknown,General/routine,NATIONAL,M12,12.0
MKD,North Macedonia,EURO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,M2,2.0
MKD,North Macedonia,EURO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,M4,4.0
MKD,North Macedonia,EURO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,3.0,Unknown,General/routine,NATIONAL,M6,6.0
MKD,North Macedonia,EURO,2023.0,TDIPV_S,"Td-IPV (Tetanus, diphtheria for older children and adults and IPV) vaccine",6.0,B_ADO_W,General/routine,NATIONAL,Y14,168.0
MKD,North Macedonia,EURO,2023.0,TT,TT (Tetanus toxoid) vaccine,1.0,ADULTS,Adults,NATIONAL,Y18,216.0
MLI,Mali,AFRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,Unknown,General/routine,NATIONAL,B,
MLI,Mali,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,Unknown,General/routine,NATIONAL,W6,
MLI,Mali,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,Unknown,General/routine,NATIONAL,W10,
MLI,Mali,AFRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,Unknown,General/routine,NATIONAL,W14,
MLI,Mali,AFRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,Unknown,General/routine,NATIONAL,W14,
MLI,Mali,AFRO,2023.0,IPV,IPV (Inactivated polio vaccine),2.0,Unknown,General/routine,NATIONAL,M9,9.0
MLI,Mali,AFRO,2023.0,MEASLES,Measles vaccine,1.0,Unknown,General/routine,NATIONAL,M9,9.0
MLI,Mali,AFRO,2023.0,MEASLES,Measles vaccine,2.0,Unknown,General/routine,NATIONAL,M12-M23,
MLI,Mali,AFRO,2023.0,MEN_A_CONJ,Meningococcal A conjugate vaccine,1.0,Unknown,General/routine,NATIONAL,M9,9.0
MLI,Mali,AFRO,2023.0,OPV,OPV (Oral polio vaccine),1.0,Unknown,General/routine,NATIONAL,B,
MLI,Mali,AFRO,2023.0,OPV,OPV (Oral polio vaccine),2.0,Unknown,General/routine,NATIONAL,W6,
MLI,Mali,AFRO,2023.0,OPV,OPV (Oral polio vaccine),3.0,Unknown,General/routine,NATIONAL,W10,
MLI,Mali,AFRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,Unknown,General/routine,NATIONAL,W14,
MLI,Mali,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,W6,
MLI,Mali,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,W10,
MLI,Mali,AFRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,Unknown,General/routine,NATIONAL,W14,
MLI,Mali,AFRO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,1.0,Unknown,General/routine,NATIONAL,W6,
MLI,Mali,AFRO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,2.0,Unknown,General/routine,NATIONAL,W10,
MLI,Mali,AFRO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,3.0,Unknown,General/routine,NATIONAL,W14,
MLI,Mali,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,
MLI,Mali,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,1.0
MLI,Mali,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,6.0
MLI,Mali,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1,12.0
MLI,Mali,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1,12.0
MLI,Mali,AFRO,2023.0,VITAMINA,Vitamin A supplements,1.0,Unknown,General/routine,NATIONAL,M6,6.0
